user_id,original_image,face_id,age,gender,x,y,dx,dy,tilt_ang,fiducial_yaw_angle,fiducial_score
115321157@N03,12111034286_4f5bfbacea_o.jpg,1749,"(25, 32)",f,1826,997,306,306,-90,0,89
115321157@N03,12110347765_b8bb6fed6e_o.jpg,1749,"(25, 32)",f,213,0,744,622,-100,0,134
115321157@N03,12120281146_dffd02a7ed_o.jpg,1749,"(25, 32)",f,399,37,518,641,0,30,78
115321157@N03,12110803894_f8e8d05f5f_o.jpg,1749,"(25, 32)",f,1490,674,312,312,5,0,136
115321157@N03,12119902023_bb49e9b241_o.jpg,1756,"(4, 6)",f,1671,1174,255,255,-5,0,128
115321157@N03,12119902023_bb49e9b241_o.jpg,1757,"(4, 6)",f,1437,1195,242,242,5,0,118
115321157@N03,12119902023_bb49e9b241_o.jpg,1758,"(4, 6)",f,1912,1198,242,242,-5,0,175
115321157@N03,12119902023_bb49e9b241_o.jpg,1759,"(4, 6)",f,1211,1180,242,243,0,0,76
115321157@N03,12119902023_bb49e9b241_o.jpg,1760,"(4, 6)",f,2545,1142,242,242,-10,0,21
115321157@N03,12119902023_bb49e9b241_o.jpg,1762,"(4, 6)",f,1432,747,243,242,5,0,66
115321157@N03,12119902023_bb49e9b241_o.jpg,1763,"(4, 6)",f,1697,734,242,242,5,0,90
115321157@N03,12112427605_2e2ebc804a_o.jpg,1749,"(25, 32)",f,581,798,242,242,0,0,15
115321157@N03,12120274266_f29962757b_o.jpg,1759,"(4, 6)",f,1195,1171,261,261,0,0,86
115321157@N03,12120274266_f29962757b_o.jpg,1757,"(4, 6)",f,1442,1209,242,242,5,0,84
115321157@N03,12120274266_f29962757b_o.jpg,1758,"(4, 6)",f,1931,1195,242,242,-5,-30,141
115321157@N03,12120274266_f29962757b_o.jpg,1756,"(4, 6)",f,1724,1161,242,243,0,0,130
115321157@N03,12120274266_f29962757b_o.jpg,1768,"(4, 6)",f,1902,752,243,242,0,-30,74
115321157@N03,12120274266_f29962757b_o.jpg,1769,"(4, 6)",f,2280,760,242,242,0,0,75
115321157@N03,12120274266_f29962757b_o.jpg,1762,"(4, 6)",f,1432,752,243,242,0,0,78
115321157@N03,12119605255_840e530bb6_o.jpg,1749,"(25, 32)",f,366,0,914,868,-5,30,113
115321157@N03,12120271934_5847bf407a_o.jpg,1749,"(25, 32)",f,289,135,991,825,270,0,40
115321157@N03,12120011324_ee2d294c44_o.jpg,1768,"(4, 6)",f,2068,800,249,248,-10,0,24
115321157@N03,12120011324_ee2d294c44_o.jpg,1757,"(4, 6)",f,1561,1251,243,242,5,0,81
115321157@N03,12120011324_ee2d294c44_o.jpg,1758,"(4, 6)",f,2049,1236,242,243,5,0,178
115321157@N03,12120011324_ee2d294c44_o.jpg,1759,"(4, 6)",f,1362,1217,242,242,0,0,62
115321157@N03,12120011324_ee2d294c44_o.jpg,1756,"(4, 6)",f,1845,1224,242,242,5,-15,84
115321157@N03,12120011324_ee2d294c44_o.jpg,1762,"(4, 6)",f,1625,776,242,242,0,0,35
115321157@N03,12113397103_89e6e84120_o.jpg,1749,"(25, 32)",f,342,792,663,663,-100,30,101
115321157@N03,12119903403_bbc8b27019_o.jpg,1757,"(4, 6)",f,1431,1179,242,242,5,0,55
115321157@N03,12119903403_bbc8b27019_o.jpg,1756,"(4, 6)",f,1663,1129,243,243,-5,0,86
115321157@N03,12119903403_bbc8b27019_o.jpg,1768,"(4, 6)",f,1872,731,242,242,-15,0,41
115321157@N03,12119903403_bbc8b27019_o.jpg,1762,"(4, 6)",f,1416,713,243,243,0,0,71
115321157@N03,12119903403_bbc8b27019_o.jpg,1763,"(4, 6)",f,1673,678,242,243,10,0,121
115321157@N03,12119623935_8949bddbd0_o.jpg,1749,"(25, 32)",f,0,169,691,712,170,30,145
115321157@N03,12120027344_78027df9ba_o.jpg,1773,"(4, 6)",f,1797,310,835,835,-100,0,102
115321157@N03,12120029174_b920bb8d76_o.jpg,1774,"(8, 13)",f,809,548,1600,1600,-100,0,170
115321157@N03,12120267896_b65c245ac6_o.jpg,1749,"(25, 32)",f,98,346,689,614,175,0,162
115321157@N03,12120012874_6f5202c1f9_o.jpg,1759,"(4, 6)",f,1222,1123,255,255,5,0,100
115321157@N03,12120012874_6f5202c1f9_o.jpg,1757,"(4, 6)",f,1426,1176,242,242,5,0,88
115321157@N03,12120012874_6f5202c1f9_o.jpg,1758,"(4, 6)",f,1898,1152,242,242,0,0,178
115321157@N03,12120012874_6f5202c1f9_o.jpg,1756,"(4, 6)",f,1681,1128,242,242,-5,0,108
115321157@N03,12120012874_6f5202c1f9_o.jpg,1760,"(4, 6)",f,2524,1117,242,242,-5,0,65
115321157@N03,12120012874_6f5202c1f9_o.jpg,1762,"(4, 6)",f,1426,715,242,242,5,0,69
115321157@N03,12120012874_6f5202c1f9_o.jpg,1763,"(4, 6)",f,1689,672,242,242,10,0,102
115321157@N03,12120512396_a9c1eeaa1d_o.jpg,1749,"(25, 32)",f,1456,1251,466,465,15,0,40
115321157@N03,12119896823_a42557a34a_o.jpg,1749,"(25, 32)",f,229,171,757,756,-105,30,109
115321157@N03,12110759184_77f4844521_o.jpg,1749,"(25, 32)",f,925,1633,593,593,-95,-30,87
