user_id,original_image,face_id,age,gender,x,y,dx,dy,tilt_ang,fiducial_yaw_angle,fiducial_score
30601258@N03,10399646885_67c7d20df9_o.jpg,1,"(25, 32)",f,0,414,1086,1383,-115,30,17
30601258@N03,10437979845_5985be4b26_o.jpg,1,"(25, 32)",f,2395,876,771,771,175,-30,74
30601258@N03,11562582716_dbc2eb8002_o.jpg,1,"(25, 32)",f,0,422,1332,1498,-100,15,54
30601258@N03,10424595844_1009c687e4_o.jpg,4,"(38, 43)",f,1912,905,1224,1224,155,0,64
30601258@N03,9506931745_796300ca4a_o.jpg,5,"(25, 32)",f,1069,581,1575,1575,0,30,131
30601258@N03,10190308156_5c748ab2da_o.jpg,5,"(25, 32)",f,474,1893,485,484,-115,30,55
30601258@N03,10204739113_0e2ae11708_o.jpg,1,"(25, 32)",f,693,247,720,720,-85,30,132
30601258@N03,11341941104_2bcd4b99e0_o.jpg,1,"(25, 32)",f,1039,1432,624,625,185,30,120
30601258@N03,11562657036_5fe2235bed_o.jpg,5,"(25, 32)",f,518,234,444,444,-15,0,78
30601258@N03,11438175534_c13ee0375c_o.jpg,1,"(25, 32)",f,996,1222,733,733,-85,0,109
30601258@N03,10491630366_5cc645056d_o.jpg,4,"(38, 43)",f,1683,921,573,573,170,0,68
30601258@N03,10438007716_1fc791bce6_o.jpg,1,"(25, 32)",f,353,253,829,829,-70,15,91
30601258@N03,9350503632_d1c0024287_o.jpg,7,"(25, 32)",f,1713,1196,472,472,5,0,33
30601258@N03,9545512875_ba6fcccea3_o.jpg,5,"(25, 32)",f,447,486,657,656,-95,0,87
30601258@N03,9509748416_476cc2c5a8_o.jpg,7,"(25, 32)",f,438,144,496,497,180,0,52
30601258@N03,9914124745_f218c5b9f2_o.jpg,5,"(25, 32)",f,1018,1045,886,886,-95,0,137
30601258@N03,10204731983_643dfbf861_o.jpg,1,"(25, 32)",f,704,495,720,721,-80,30,145
30601258@N03,9432313004_680bb1d1a6_o.jpg,4,"(38, 43)",f,181,734,1237,1237,-5,0,97
30601258@N03,9432313004_680bb1d1a6_o.jpg,7,"(25, 32)",f,1165,725,784,784,0,0,49
30601258@N03,9985321195_e46e991539_o.jpg,5,"(25, 32)",f,653,190,588,588,0,0,89
30601258@N03,9985321195_e46e991539_o.jpg,7,"(25, 32)",f,369,253,500,500,0,0,62
30601258@N03,10266570995_3fb4d97697_o.jpg,1,"(25, 32)",f,321,310,1326,1326,-105,0,90
30601258@N03,9563675153_5e0473fb1a_o.jpg,7,"(25, 32)",f,935,902,638,637,185,0,36
30601258@N03,11518749884_eb4fca177c_o.jpg,5,"(25, 32)",f,734,299,546,616,-15,0,86
30601258@N03,10190337616_76cca76bbe_o.jpg,5,"(25, 32)",f,293,460,516,516,-110,30,79
30601258@N03,9347755583_170100f138_o.jpg,4,"(38, 43)",f,490,525,1078,1078,-100,30,112
30601258@N03,10453815245_e33b2aab12_o.jpg,7,"(25, 32)",f,0,238,393,480,200,0,76
30601258@N03,10424707975_12e1d43262_o.jpg,4,"(38, 43)",f,470,224,436,436,-85,0,70
