user_id,original_image,face_id,age,gender,x,y,dx,dy,tilt_ang,fiducial_yaw_angle,fiducial_score
113445054@N07,11763777465_11d01c34ce_o.jpg,1323,"(25, 32)",f,1713,580,325,325,-5,0,118
113445054@N07,11763777465_11d01c34ce_o.jpg,1324,"(15, 20)",f,1437,664,306,306,5,0,109
113445054@N07,11764019623_8ffb8ff4f5_o.jpg,1327,"(25, 32)",f,1294,752,1013,1013,-10,30,110
113445054@N07,11764019623_8ffb8ff4f5_o.jpg,1325,"(25, 32)",f,798,583,943,943,-10,15,57
113445054@N07,11764019623_8ffb8ff4f5_o.jpg,1328,"(25, 32)",f,2632,1069,243,242,15,15,23
113445054@N07,11763616596_db19dbce85_o.jpg,1325,"(25, 32)",f,1141,1282,503,504,5,0,72
113445054@N07,11764137866_0a77db9f90_o.jpg,1330,"(25, 32)",f,422,648,688,689,0,0,39
113445054@N07,11764137866_0a77db9f90_o.jpg,1331,"(38, 43)",f,1168,466,573,574,-15,0,70
113445054@N07,11763046045_3be94e42a1_o.jpg,1325,"(25, 32)",f,667,750,472,472,5,0,83
113445054@N07,11763046045_3be94e42a1_o.jpg,1332,"(25, 32)",f,1074,741,459,459,-10,0,73
113445054@N07,11763511025_786a7a8662_o.jpg,1325,"(25, 32)",f,1114,945,924,924,0,30,15
113445054@N07,11802734256_1073ecc435_o.jpg,1333,"(25, 32)",f,514,604,1090,1090,-25,0,55
113445054@N07,11802734256_1073ecc435_o.jpg,1334,"(25, 32)",f,1995,333,453,561,-10,-15,25
113445054@N07,11763981535_b191b65fda_o.jpg,1325,"(25, 32)",f,988,1228,382,383,5,0,74
113445054@N07,11764415474_6655179a9e_o.jpg,1325,"(25, 32)",f,1479,1337,599,599,-10,0,46
113445054@N07,11802382864_a282f05cb4_o.jpg,1325,"(25, 32)",f,667,290,1046,1045,0,0,107
113445054@N07,11764021393_b4492b018c_o.jpg,1325,"(25, 32)",f,1737,728,943,943,-5,15,114
113445054@N07,11764021393_b4492b018c_o.jpg,1323,"(25, 32)",f,1173,731,809,810,0,0,86
113445054@N07,11764719675_5691d82f77_o.jpg,1325,"(25, 32)",f,1651,1067,644,644,5,0,54
113445054@N07,11764387194_42086de053_o.jpg,1325,"(25, 32)",f,986,1184,434,433,10,0,77
113445054@N07,11764705166_2ce4beedff_o.jpg,1336,"(25, 32)",f,2704,404,427,427,0,30,89
113445054@N07,11764705166_2ce4beedff_o.jpg,1337,"(25, 32)",f,286,642,364,363,0,0,98
113445054@N07,11764705166_2ce4beedff_o.jpg,1338,"(15, 20)",f,2403,557,363,364,15,30,62
113445054@N07,11764705166_2ce4beedff_o.jpg,1339,"(25, 32)",f,2025,551,332,331,0,30,128
113445054@N07,11764705166_2ce4beedff_o.jpg,1340,"(25, 32)",f,1654,651,325,325,0,0,130
113445054@N07,11764705166_2ce4beedff_o.jpg,1325,"(25, 32)",f,696,655,325,325,-5,0,125
113445054@N07,11764705166_2ce4beedff_o.jpg,1341,"(25, 32)",f,1209,575,325,325,-5,0,134
113445054@N07,11764705166_2ce4beedff_o.jpg,1342,"(25, 32)",f,1042,664,312,312,5,0,106
113445054@N07,11764705166_2ce4beedff_o.jpg,1343,"(25, 32)",f,1420,575,306,306,-20,0,162
113445054@N07,11764554336_962b356b4a_o.jpg,1344,"(25, 32)",f,1834,356,414,415,-10,0,146
113445054@N07,11764554336_962b356b4a_o.jpg,1325,"(25, 32)",f,1480,533,389,389,-5,0,137
113445054@N07,11763888736_e06714d1d9_o.jpg,1325,"(25, 32)",f,1177,666,389,389,-5,0,128
113445054@N07,11801978435_014a729900_o.jpg,1333,"(25, 32)",f,918,411,937,937,5,0,63
113445054@N07,11764202994_4788b1e6f9_o.jpg,1345,"(25, 32)",f,1636,245,1473,1473,0,0,81
113445054@N07,11762838955_167e0e9674_o.jpg,1325,"(25, 32)",f,2470,790,440,440,-5,15,86
113445054@N07,11802385204_357f1e2af9_o.jpg,1333,"(25, 32)",f,846,573,1001,1001,10,0,48
113445054@N07,11764227506_8dc8f086d1_o.jpg,1330,"(25, 32)",f,1405,572,510,510,0,0,24
113445054@N07,11764040413_e2aa0646ba_o.jpg,1325,"(25, 32)",f,548,130,1530,1530,0,-30,56
113445054@N07,11764040413_e2aa0646ba_o.jpg,1345,"(25, 32)",f,1494,183,1460,1460,0,0,73
113445054@N07,11763530903_962ca7e7f8_o.jpg,1325,"(25, 32)",f,255,459,809,809,0,0,106
113445054@N07,11764932163_7575ee98b6_o.jpg,1325,"(25, 32)",f,1429,774,912,912,0,0,62
113445054@N07,11763940385_aabdcbe207_o.jpg,1325,"(25, 32)",f,725,575,797,797,-5,0,49
113445054@N07,11764190163_05f5a16333_o.jpg,1325,"(25, 32)",f,1149,1550,331,332,0,15,70
