user_id,original_image,face_id,age,gender,x,y,dx,dy,tilt_ang,fiducial_yaw_angle,fiducial_score
113445054@N07,11763777465_11d01c34ce_o.jpg,1322,"(25, 32)",m,1102,296,357,357,-15,0,59
113445054@N07,11763728674_a41d99f71e_o.jpg,1326,"(25, 32)",m,1745,910,242,242,-10,0,55
113445054@N07,11764415474_6655179a9e_o.jpg,1335,"(25, 32)",m,471,1144,670,669,15,-15,72
113445054@N07,11762838955_167e0e9674_o.jpg,1346,"(60, 100)",m,479,447,402,402,0,0,72
113445054@N07,11764227506_8dc8f086d1_o.jpg,1326,"(25, 32)",m,580,473,644,644,0,0,35
113445054@N07,11763756713_854280eef7_o.jpg,1326,"(25, 32)",m,111,670,472,472,-10,0,158
113445054@N07,11763641473_0d76cf0534_o.jpg,1326,"(25, 32)",m,1404,1501,331,331,-10,0,123
113445054@N07,11764531506_1f240011c7_o.jpg,1322,"(25, 32)",m,997,355,344,344,-10,-15,86
113445054@N07,11764761716_9f2f5589b3_o.jpg,1349,"(25, 32)",m,484,635,669,670,5,-30,76
113445054@N07,11763715753_061b56d714_o.jpg,1326,"(25, 32)",m,884,382,542,542,10,0,36
113445054@N07,11764191403_21b42135f9_o.jpg,1351,"(25, 32)",m,800,867,529,529,5,0,19
113445054@N07,11763770313_3d280c48e8_o.jpg,1326,"(25, 32)",m,1314,1039,383,382,-10,0,58
113445054@N07,11765417826_3384a5335d_o.jpg,1353,"(38, 43)",m,1942,607,485,484,0,0,30
113445054@N07,11763398355_52c8b7f4f7_o.jpg,1326,"(25, 32)",m,1254,1549,319,318,-15,0,118
113445054@N07,11764697906_04fb26dcfd_o.jpg,1351,"(25, 32)",m,1686,862,363,363,5,0,87
113445054@N07,11763399005_3c70e7936f_o.jpg,1326,"(25, 32)",m,1327,1077,300,300,-15,0,116
113445054@N07,11764010705_cf1405dd75_o.jpg,1335,"(25, 32)",m,836,451,893,892,10,0,94
113445054@N07,11764190593_e8eec0e0a6_o.jpg,1351,"(25, 32)",m,1686,862,363,363,5,0,82
113445054@N07,11764039313_a0a9990b48_o.jpg,1322,"(25, 32)",m,2063,157,319,319,0,0,151
113445054@N07,11765095034_1544280200_o.jpg,1353,"(38, 43)",m,586,844,778,778,-20,0,60
113445054@N07,11763509445_2407b4d3f0_o.jpg,1326,"(25, 32)",m,1090,1059,255,255,0,0,77
113445054@N07,11764763286_fc45929916_o.jpg,1335,"(25, 32)",m,702,425,823,822,10,-15,74
113445054@N07,11764698196_90c0cecc2b_o.jpg,1351,"(25, 32)",m,604,749,535,535,5,15,16
113445054@N07,11765098904_3c9ed39e6c_o.jpg,1353,"(38, 43)",m,768,545,828,828,20,30,28
113445054@N07,11764551786_9ec1da1884_o.jpg,1322,"(25, 32)",m,962,478,402,401,-15,30,138
113445054@N07,11764009215_9abf1fcf74_o.jpg,1335,"(25, 32)",m,1064,599,574,574,-10,0,56
113445054@N07,11764549846_009e810e84_o.jpg,1322,"(25, 32)",m,584,670,721,721,0,0,77
113445054@N07,11764109446_90da376818_o.jpg,1326,"(25, 32)",m,0,717,202,261,-15,0,11
113445054@N07,11764261796_177d99f8f0_o.jpg,1326,"(25, 32)",m,422,546,465,466,0,0,58
113445054@N07,11764133306_4eac41fc43_o.jpg,1362,"(25, 32)",m,1244,881,306,306,5,0,116
113445054@N07,11764007495_54df46c133_o.jpg,1349,"(25, 32)",m,540,957,644,644,10,-15,118
113445054@N07,11764007495_54df46c133_o.jpg,1335,"(25, 32)",m,1322,835,631,631,10,0,79
113445054@N07,11764761136_0474241751_o.jpg,1349,"(25, 32)",m,529,588,650,650,5,0,60
113445054@N07,11764761136_0474241751_o.jpg,1335,"(25, 32)",m,1338,466,542,542,0,0,74
113445054@N07,11763749893_8a915b3db3_o.jpg,1326,"(25, 32)",m,419,670,401,402,-5,0,47
113445054@N07,11764419734_7d9c4dd440_o.jpg,1335,"(25, 32)",m,1075,604,568,567,-15,0,56
113445054@N07,11764008885_d108bf958c_o.jpg,1335,"(25, 32)",m,1190,344,644,644,-15,30,90
113445054@N07,11764934583_b16a88ac10_o.jpg,1353,"(38, 43)",m,910,1424,816,816,-10,0,43
113445054@N07,11765073214_4a297f79e3_o.jpg,1353,"(38, 43)",m,1415,1544,427,427,0,15,19
