user_id,original_image,face_id,age,gender,x,y,dx,dy,tilt_ang,fiducial_yaw_angle,fiducial_score
114841417@N06,12068804204_085d553238_o.jpg,482,"(48, 53)",m,1821,283,969,969,-25,15,35
114841417@N06,12061744626_215481e333_o.jpg,487,"(15, 20)",m,1321,809,261,262,-10,30,101
114841417@N06,12101188123_0c9af893c9_o.jpg,490,"(8, 13)",m,1399,288,733,733,170,15,95
114841417@N06,12076982073_3d7cfa797b_o.jpg,492,"(15, 20)",m,74,221,982,982,-70,0,62
114841417@N06,12101541316_35e1f0b9a1_o.jpg,493,"(15, 20)",m,1216,1391,388,389,-95,0,118
114841417@N06,12101541316_35e1f0b9a1_o.jpg,490,"(8, 13)",m,1370,661,357,357,-85,0,79
114841417@N06,12095094203_507149205c_o.jpg,490,"(8, 13)",m,426,84,688,688,-85,0,35
114841417@N06,12059434533_676e110ed5_o.jpg,490,"(8, 13)",m,0,334,633,626,-90,0,21
114841417@N06,12079987055_e242b73aa1_o.jpg,490,"(8, 13)",m,2078,886,255,255,5,-30,39
114841417@N06,12060970675_f9f9180169_o.jpg,487,"(15, 20)",m,1321,809,261,262,-10,30,101
114841417@N06,12101763726_1d11b44823_o.jpg,490,"(8, 13)",m,981,1043,612,612,-10,0,38
114841417@N06,12077824396_e5c732d4fe_o.jpg,482,"(48, 53)",m,1437,0,644,583,10,0,72
114841417@N06,12085238366_58ba30f728_o.jpg,496,"(60, 100)",m,1931,954,523,523,10,0,35
114841417@N06,12085238366_58ba30f728_o.jpg,497,"(60, 100)",m,1235,825,433,434,0,0,103
114841417@N06,12085238366_58ba30f728_o.jpg,490,"(8, 13)",m,922,619,421,421,0,0,11
114841417@N06,12069040936_d7151fe554_o.jpg,490,"(8, 13)",m,1447,1282,293,294,-100,0,48
114841417@N06,12100941273_27b1983bc5_o.jpg,490,"(8, 13)",m,882,519,440,440,-95,0,24
114841417@N06,12068389725_e7fceb07b5_o.jpg,498,"(15, 20)",m,433,844,414,415,5,-30,58
114841417@N06,12059528404_ce81d8c54c_o.jpg,490,"(8, 13)",m,25,612,1224,1224,-75,15,47
114841417@N06,12076971923_c1faf4bb8f_o.jpg,492,"(15, 20)",m,336,548,529,529,-100,30,102
114841417@N06,12076985243_f1a977c408_o.jpg,492,"(15, 20)",m,25,25,1224,1224,-70,0,19
114841417@N06,12069030836_6b34aa1803_o.jpg,482,"(48, 53)",m,510,438,905,905,-100,15,122
114841417@N06,12101268534_eb33b269c4_o.jpg,490,"(8, 13)",m,146,972,242,242,-75,-30,10
114841417@N06,12086568994_7de441924a_o.jpg,497,"(60, 100)",m,1611,795,268,268,0,30,55
114841417@N06,12086568994_7de441924a_o.jpg,493,"(15, 20)",m,1930,876,261,261,-5,0,82
114841417@N06,12086568994_7de441924a_o.jpg,492,"(15, 20)",m,1402,739,255,255,-5,0,88
114841417@N06,12086568994_7de441924a_o.jpg,490,"(8, 13)",m,1340,962,242,242,0,0,24
114841417@N06,12059747423_6b3535aa6a_o.jpg,493,"(15, 20)",m,1901,584,408,408,-10,0,84
114841417@N06,12059747423_6b3535aa6a_o.jpg,492,"(15, 20)",m,486,380,401,402,10,0,7
114841417@N06,12059747423_6b3535aa6a_o.jpg,490,"(8, 13)",m,932,788,319,319,0,0,22
114841417@N06,12101320335_881b4a4b40_o.jpg,490,"(8, 13)",m,332,0,948,960,-95,0,16
114841417@N06,12086257636_66112af485_o.jpg,496,"(60, 100)",m,1931,954,523,523,10,0,35
114841417@N06,12086257636_66112af485_o.jpg,497,"(60, 100)",m,1235,825,433,434,0,0,103
114841417@N06,12086257636_66112af485_o.jpg,490,"(8, 13)",m,922,619,421,421,0,0,11
114841417@N06,12080528184_d74647f028_o.jpg,490,"(8, 13)",m,178,511,516,516,-5,0,63
114841417@N06,12080528184_d74647f028_o.jpg,498,"(15, 20)",m,664,401,516,517,-10,0,140
114841417@N06,12080528184_d74647f028_o.jpg,501,"(4, 6)",m,1074,548,401,401,-10,0,96
114841417@N06,12080313463_a80c7a970d_o.jpg,490,"(8, 13)",m,2025,1440,274,274,-100,0,9
114841417@N06,12080545714_034298d7aa_o.jpg,493,"(15, 20)",m,666,1016,408,408,0,-30,24
114841417@N06,12077182105_f057ab2d06_o.jpg,490,"(8, 13)",m,2269,594,612,612,5,0,43
114841417@N06,12059615054_edf390a633_o.jpg,490,"(8, 13)",m,1345,454,746,746,170,0,59
114841417@N06,12101057403_eda2051e3d_o.jpg,490,"(8, 13)",m,910,811,484,484,-90,15,87
114841417@N06,12100706905_55d117a462_o.jpg,498,"(15, 20)",m,1391,661,446,446,5,0,107
114841417@N06,12056412465_a03caf8f65_o.jpg,498,"(15, 20)",m,1795,443,368,368,5,0,60
114841417@N06,12056412465_a03caf8f65_o.jpg,502,"(15, 20)",m,975,480,339,339,-10,0,100
114841417@N06,12060827903_780bd9574f_o.jpg,490,"(8, 13)",m,207,1102,299,300,-95,0,87
114841417@N06,12101121315_e538473f4a_o.jpg,490,"(8, 13)",m,489,825,440,440,-85,0,77
114841417@N06,12095247374_95a0e1a211_o.jpg,498,"(15, 20)",m,704,1673,720,720,-80,0,81
114841417@N06,12095247374_95a0e1a211_o.jpg,502,"(15, 20)",m,663,0,599,533,-95,30,152
